caseid,recid,age_group_reach_CA,age_group,sex,marital_status,num_child,have_child,province,immstat,harassed,smoke_status,drink_status,stress_level,health_level,living_standard,job_satisfaction,discrimination,health_awareness,eat_habits,social_class,income,Gender,stress,health
13981,13981,4,3,1,1,3,1,35,1,2,3,7,3,8,8,2,6,6,1,3,6,male,A bit stressful,level 8
13985,13985,4,5,2,1,1,1,35,1,2,2,5,2,9,7,2,6,6,3,3,3,female,Not very stressful,level 9
13987,13987,1,5,2,5,0,2,24,1,2,3,6,3,8,10,1,6,6,2,3,4,female,A bit stressful,level 8
13997,13997,4,5,1,1,1,1,47,1,2,3,7,3,9,6,3,6,6,2,4,2,male,A bit stressful,level 9
14002,14002,3,4,1,1,2,1,35,1,2,3,4,3,9,9,1,6,6,3,3,6,male,A bit stressful,level 9
14008,14008,4,3,2,1,2,1,48,1,2,3,3,3,8,5,3,2,6,2,3,6,female,A bit stressful,level 8
14022,14022,4,3,2,1,2,1,48,1,2,3,5,3,6,5,2,6,6,3,3,1,female,A bit stressful,level 6
14046,14046,4,5,1,1,2,1,35,1,2,3,5,2,7,7,2,6,6,3,3,2,male,Not very stressful,level 7
14061,14061,2,2,2,6,0,2,35,1,2,3,6,2,10,10,2,6,6,5,2,2,female,Not very stressful,Completely satisfied
14089,14089,3,2,2,6,0,2,47,1,2,3,7,2,8,8,2,6,6,3,3,2,female,Not very stressful,level 8
14093,14093,4,3,2,1,0,2,24,1,2,3,3,2,6,7,2,6,6,3,3,3,female,Not very stressful,level 6
14113,14113,2,5,2,5,0,2,35,1,2,3,4,4,9,2,1,6,6,1,3,2,female,Quite A bit stressful,level 9
14143,14143,1,3,2,6,1,1,13,2,1,3,6,3,6,5,2,6,6,2,4,2,female,A bit stressful,level 6
14154,14154,3,2,1,1,1,1,35,2,2,3,6,3,8,8,1,6,6,2,2,4,male,A bit stressful,level 8
14169,14169,4,4,1,1,2,1,35,1,2,3,5,2,6,6,2,6,6,3,3,4,male,Not very stressful,level 6
14180,14180,4,6,2,3,1,1,35,1,2,3,7,4,5,7,1,6,6,3,3,2,female,Quite A bit stressful,level 5
14200,14200,3,3,1,1,2,1,48,1,2,1,7,3,7,7,2,6,6,1,3,3,male,A bit stressful,level 7
14233,14233,1,5,2,5,0,2,24,2,2,3,5,3,8,4,3,6,6,3,4,3,female,A bit stressful,level 8
14235,14235,4,5,2,1,1,1,59,1,2,3,7,2,9,9,1,6,6,2,3,4,female,Not very stressful,level 9
14243,14243,1,2,2,6,0,2,35,1,1,3,2,4,9,8,2,2,2,3,2,3,female,Quite A bit stressful,level 9
14249,14249,2,2,2,6,0,2,24,2,2,3,6,4,4,6,1,6,6,3,3,1,female,Quite A bit stressful,level 4
14252,14252,3,2,2,1,0,2,35,1,1,1,3,2,8,8,2,2,6,2,3,1,female,Not very stressful,level 8
14333,14333,1,2,1,1,1,1,46,2,1,3,3,3,5,10,1,6,6,4,3,4,male,A bit stressful,level 5
14337,14337,2,4,2,2,1,1,13,1,2,3,4,2,8,9,2,6,6,2,2,4,female,Not very stressful,level 8
14338,14338,3,6,1,1,0,2,24,1,2,3,5,3,6,8,2,6,6,3,2,5,male,A bit stressful,level 6
14358,14358,3,4,2,6,0,2,12,1,2,3,5,2,9,8,2,6,6,3,2,6,female,Not very stressful,level 9
14359,14359,4,4,1,1,2,1,59,1,2,3,5,4,7,8,2,6,1,2,2,6,male,Quite A bit stressful,level 7
14392,14392,2,3,2,4,0,2,48,1,2,3,7,3,8,8,2,6,1,2,3,6,female,A bit stressful,level 8
14433,14433,1,3,2,4,2,1,12,2,2,3,3,3,8,8,2,6,6,3,3,3,female,A bit stressful,level 8
14452,14452,3,2,2,6,0,2,46,2,1,2,2,4,7,7,2,6,6,3,2,1,female,Quite A bit stressful,level 7
14492,14492,4,2,1,1,0,2,47,2,2,3,7,3,10,8,2,6,2,4,3,4,male,A bit stressful,Completely satisfied
14501,14501,3,3,1,1,3,1,13,2,2,3,5,3,10,9,1,6,6,1,3,1,male,A bit stressful,Completely satisfied
14506,14506,3,4,1,1,2,1,48,1,2,3,7,2,8,7,1,6,6,4,4,3,male,Not very stressful,level 8
14511,14511,4,4,2,6,0,2,59,1,2,3,7,3,8,8,1,6,6,3,3,3,female,A bit stressful,level 8
14515,14515,4,4,1,1,1,1,12,1,2,3,5,3,7,7,1,6,1,2,2,4,male,A bit stressful,level 7
14526,14526,4,6,1,5,0,2,59,1,2,2,2,1,9,9,1,6,6,2,4,1,male,Not at all stressful,level 9
14527,14527,4,3,2,1,2,1,24,1,1,3,7,3,8,8,2,2,6,2,3,2,female,A bit stressful,level 8
14538,14538,2,2,1,6,0,2,59,1,2,1,5,3,4,6,1,6,6,4,3,1,male,A bit stressful,level 4
14555,14555,4,3,1,1,2,1,35,2,2,2,5,3,6,5,1,6,6,2,3,5,male,A bit stressful,level 6
14573,14573,4,4,2,5,2,1,48,1,2,3,1,3,9,7,2,6,6,2,3,3,female,A bit stressful,level 9
14583,14583,3,3,1,1,1,1,24,1,2,3,7,3,9,8,2,2,6,2,3,2,male,A bit stressful,level 9
14592,14592,4,3,2,6,0,2,59,1,2,3,6,2,7,7,2,6,6,4,3,3,female,Not very stressful,level 7
14610,14610,3,3,1,1,2,1,46,1,2,1,4,4,10,10,5,6,6,2,3,2,male,Quite A bit stressful,Completely satisfied
14627,14627,1,4,1,1,1,1,35,1,2,1,3,4,6,6,1,6,1,3,3,3,male,Quite A bit stressful,level 6
14637,14637,4,4,2,1,2,1,35,1,2,3,2,3,1,8,2,6,6,3,3,2,female,A bit stressful,level 1
14650,14650,1,4,1,5,0,2,35,1,2,2,5,5,1,1,3,6,6,3,3,1,male,Extremely stressful,level 1
14664,14664,4,4,2,5,1,1,35,1,2,3,2,2,9,6,2,6,6,2,1,1,female,Not very stressful,level 9
14691,14691,3,2,2,1,0,2,24,1,2,3,5,2,10,10,2,6,6,3,4,1,female,Not very stressful,Completely satisfied
14695,14695,4,3,2,1,3,1,48,1,2,3,4,2,10,10,1,6,6,1,4,1,female,Not very stressful,Completely satisfied
14698,14698,2,1,2,6,0,2,47,1,2,3,5,3,6,9,3,6,6,4,3,1,female,A bit stressful,level 6
14702,14702,1,6,1,5,0,2,12,1,2,3,6,1,10,10,1,6,6,2,3,4,male,Not at all stressful,Completely satisfied
14709,14709,1,4,2,5,0,2,35,1,2,3,2,4,8,10,1,6,6,1,2,3,female,Quite A bit stressful,level 8
14721,14721,2,5,2,6,0,2,46,1,1,3,3,4,8,8,3,6,6,2,3,2,female,Quite A bit stressful,level 8
14724,14724,2,2,2,2,0,2,35,1,2,3,5,2,10,10,2,2,6,3,2,5,female,Not very stressful,Completely satisfied
14742,14742,4,2,1,1,2,1,47,1,2,3,7,4,10,10,1,6,6,1,3,2,male,Quite A bit stressful,Completely satisfied
14744,14744,4,5,1,1,0,2,35,1,2,3,5,4,5,5,2,6,6,2,3,2,male,Quite A bit stressful,level 5
14771,14771,2,3,1,1,2,1,35,1,2,3,5,3,9,9,1,6,1,2,3,4,male,A bit stressful,level 9
14802,14802,5,4,2,5,1,1,12,1,2,3,4,3,7,5,2,6,6,3,2,3,female,A bit stressful,level 7
14813,14813,3,2,1,2,0,2,24,2,2,3,6,3,10,7,5,6,6,3,3,3,male,A bit stressful,Completely satisfied
14820,14820,3,2,1,1,2,1,59,1,2,3,4,3,8,8,1,6,6,3,3,2,male,A bit stressful,level 8
14822,14822,3,3,2,1,2,1,59,2,2,3,3,3,6,7,2,6,6,5,3,4,female,A bit stressful,level 6
14837,14837,2,5,2,5,0,2,35,1,2,3,6,3,3,7,1,6,6,4,3,2,female,A bit stressful,level 3
14848,14848,4,2,1,1,1,1,35,2,2,3,5,3,8,8,2,6,6,1,2,3,male,A bit stressful,level 8
14868,14868,1,1,2,6,0,2,35,2,2,3,2,4,8,10,1,6,6,3,3,1,female,Quite A bit stressful,level 8
14870,14870,1,1,2,6,0,2,35,1,2,3,7,3,7,7,2,6,6,4,3,1,female,A bit stressful,level 7
14891,14891,1,2,2,6,0,2,35,2,2,3,3,3,7,7,2,6,6,3,3,3,female,A bit stressful,level 7
14903,14903,1,2,1,1,0,2,24,1,2,2,3,3,7,9,1,6,1,3,2,4,male,A bit stressful,level 7
14913,14913,1,4,1,2,1,1,59,1,2,1,3,3,7,7,2,6,6,2,3,6,male,A bit stressful,level 7
14916,14916,3,2,1,6,0,2,46,2,2,3,7,1,9,10,1,6,1,3,3,2,male,Not at all stressful,level 9
14920,14920,2,3,1,6,0,2,35,1,1,3,5,3,10,10,1,6,6,1,5,2,male,A bit stressful,Completely satisfied
14932,14932,3,2,1,1,0,2,48,1,2,3,5,3,8,7,1,6,6,3,1,1,male,A bit stressful,level 8
14941,14941,4,4,1,1,1,1,35,1,2,3,5,4,9,9,3,6,6,2,3,4,male,Quite A bit stressful,level 9
14944,14944,5,5,1,1,1,1,35,1,2,3,7,4,9,9,1,6,6,3,3,3,male,Quite A bit stressful,level 9
14954,14954,2,1,2,6,0,2,35,2,2,2,3,2,8,8,1,6,6,2,2,2,female,Not very stressful,level 8
14975,14975,2,1,1,6,0,2,59,1,2,3,3,3,6,7,2,6,6,2,3,2,male,A bit stressful,level 6
14982,14982,4,3,2,1,0,2,12,1,2,3,4,3,10,7,2,6,6,4,3,3,female,A bit stressful,Completely satisfied
14989,14989,6,5,1,1,0,2,48,1,2,1,4,3,5,7,2,6,6,2,5,2,male,A bit stressful,level 5
14992,14992,3,5,2,1,0,2,24,1,2,3,2,3,9,10,1,6,6,1,3,4,female,A bit stressful,level 9
14999,14999,3,2,2,1,2,1,24,1,2,2,6,5,5,8,2,6,6,4,2,2,female,Extremely stressful,level 5
15011,15011,4,4,2,1,2,1,35,1,2,3,5,3,5,4,3,6,6,3,3,1,female,A bit stressful,level 5
15024,15024,5,5,1,1,0,2,59,1,2,3,3,3,7,8,2,6,6,3,4,6,male,A bit stressful,level 7
15029,15029,3,3,1,6,0,2,48,1,2,3,5,3,7,5,2,6,1,3,3,2,male,A bit stressful,level 7
15051,15051,3,2,1,6,0,2,48,2,2,3,7,3,7,8,1,2,6,2,3,3,male,A bit stressful,level 7
15063,15063,1,2,2,6,0,2,48,1,2,3,4,3,8,9,2,6,6,1,2,2,female,A bit stressful,level 8
15076,15076,4,4,1,1,1,1,48,1,2,3,6,3,9,5,2,6,6,1,3,3,male,A bit stressful,level 9
15098,15098,4,4,2,1,2,1,48,1,2,3,7,2,5,5,1,6,6,2,3,2,female,Not very stressful,level 5
15110,15110,2,3,1,6,0,2,35,1,2,1,6,3,7,6,3,6,6,2,3,3,male,A bit stressful,level 7
15118,15118,3,4,1,1,2,1,59,1,2,3,7,2,5,9,1,6,6,2,3,4,male,Not very stressful,level 5
15141,15141,5,4,1,1,2,1,59,1,2,1,6,3,5,3,3,6,6,3,3,2,male,A bit stressful,level 5
15145,15145,4,2,2,2,0,2,47,1,1,3,4,2,10,9,2,3,6,1,3,1,female,Not very stressful,Completely satisfied
15148,15148,4,5,2,1,1,1,59,1,2,3,5,2,7,6,2,6,6,2,4,2,female,Not very stressful,level 7
15163,15163,5,5,1,1,0,2,59,1,2,3,7,4,8,5,3,6,2,3,4,2,male,Quite A bit stressful,level 8
15172,15172,4,3,2,1,1,1,46,1,2,3,7,1,10,10,1,6,6,1,3,1,female,Not at all stressful,Completely satisfied
15179,15179,2,3,2,5,1,1,24,1,2,3,5,3,8,6,1,6,6,2,3,2,female,A bit stressful,level 8
15186,15186,1,4,1,2,0,2,48,2,2,3,5,4,10,10,2,6,6,3,2,5,male,Quite A bit stressful,Completely satisfied
15205,15205,2,2,2,1,1,1,35,1,2,3,5,2,7,8,2,6,6,3,2,3,female,Not very stressful,level 7
15237,15237,3,3,1,1,2,1,35,1,2,3,5,3,7,7,2,6,6,3,3,5,male,A bit stressful,level 7
15247,15247,4,2,1,2,0,2,59,1,2,3,5,3,9,10,1,6,6,1,4,1,male,A bit stressful,level 9
15264,15264,3,1,1,6,0,2,10,2,2,3,5,4,8,8,2,6,6,3,2,1,male,Quite A bit stressful,level 8
15267,15267,4,5,2,3,0,2,35,1,2,3,6,3,9,6,2,6,6,3,3,3,female,A bit stressful,level 9
15271,15271,2,6,1,6,0,2,35,1,2,3,7,3,5,5,3,6,6,3,5,2,male,A bit stressful,level 5
15274,15274,1,5,1,6,0,2,12,1,2,3,6,3,7,7,2,6,6,3,3,5,male,A bit stressful,level 7
15277,15277,4,3,2,1,1,1,35,2,2,3,5,3,10,10,1,6,6,2,4,2,female,A bit stressful,Completely satisfied
15279,15279,1,1,1,6,0,2,13,2,2,3,4,4,5,6,1,6,6,3,3,1,male,Quite A bit stressful,level 5
15281,15281,1,5,1,1,0,2,59,1,2,3,1,2,3,8,1,6,6,3,3,2,male,Not very stressful,level 3
15308,15308,3,5,2,3,0,2,24,1,2,3,5,3,10,7,1,6,6,2,3,2,female,A bit stressful,Completely satisfied
15323,15323,2,3,2,1,0,2,35,1,1,3,3,3,4,5,3,2,6,1,3,4,female,A bit stressful,level 4
15324,15324,2,5,1,1,0,2,35,1,2,3,5,4,10,10,1,6,1,3,3,4,male,Quite A bit stressful,Completely satisfied
15325,15325,4,3,1,1,2,1,24,1,2,3,6,3,6,7,2,6,6,4,4,3,male,A bit stressful,level 6
15329,15329,4,4,1,1,1,1,24,1,2,3,2,3,6,6,3,6,6,3,3,5,male,A bit stressful,level 6
15347,15347,3,3,2,6,0,2,24,1,2,3,6,4,10,8,1,6,6,2,3,3,female,Quite A bit stressful,Completely satisfied
15348,15348,4,5,2,1,0,2,35,1,1,3,5,4,3,3,3,2,6,4,4,1,female,Quite A bit stressful,level 3
15371,15371,4,3,1,1,2,1,46,1,2,3,7,3,8,8,2,6,6,2,3,2,male,A bit stressful,level 8
15394,15394,4,5,1,1,0,2,35,1,2,3,7,3,8,8,2,6,6,3,3,4,male,A bit stressful,level 8
15403,15403,3,3,2,4,3,1,48,1,2,3,6,2,4,4,2,6,6,2,3,3,female,Not very stressful,level 4
15405,15405,3,3,2,6,1,1,13,1,2,3,5,3,7,8,2,6,6,5,3,2,female,A bit stressful,level 7
15410,15410,3,4,2,1,2,1,35,1,2,3,7,3,5,5,2,6,6,3,3,4,female,A bit stressful,level 5
15436,15436,4,3,1,1,3,1,24,1,2,3,7,2,10,5,4,6,6,3,4,1,male,Not very stressful,Completely satisfied
15450,15450,1,2,2,2,1,1,35,1,1,3,6,3,8,7,4,3,6,2,3,2,female,A bit stressful,level 8
15452,15452,1,4,1,3,2,1,12,1,2,3,7,5,7,7,1,6,6,3,3,4,male,Extremely stressful,level 7
15471,15471,4,5,1,1,0,2,35,1,2,3,4,2,6,4,3,6,2,3,3,5,male,Not very stressful,level 6
15482,15482,1,4,1,6,0,2,35,1,2,2,6,2,8,7,2,6,6,4,4,5,male,Not very stressful,level 8
15516,15516,2,5,1,6,0,2,59,1,2,3,6,4,5,4,3,2,6,3,5,2,male,Quite A bit stressful,level 5
15527,15527,4,3,2,6,1,1,35,1,2,3,4,4,9,7,2,6,1,3,1,2,female,Quite A bit stressful,level 9
15549,15549,1,5,2,3,1,1,35,1,2,3,5,3,7,7,2,6,6,2,4,2,female,A bit stressful,level 7
15550,15550,3,2,2,2,2,1,47,1,2,3,5,2,9,9,1,2,6,3,2,2,female,Not very stressful,level 9
15574,15574,1,3,2,1,2,1,35,1,2,3,2,3,8,8,1,6,6,2,2,4,female,A bit stressful,level 8
15577,15577,3,2,2,6,0,2,59,1,2,3,3,3,8,8,1,6,6,2,3,3,female,A bit stressful,level 8
15582,15582,4,5,1,6,0,2,12,1,2,1,6,2,5,5,2,6,6,3,3,1,male,Not very stressful,level 5
15592,15592,4,2,1,1,3,1,24,1,2,3,4,3,8,7,2,6,6,1,3,2,male,A bit stressful,level 8
15602,15602,4,4,2,1,2,1,35,1,2,3,7,1,5,5,5,6,6,3,3,2,female,Not at all stressful,level 5
15604,15604,2,2,1,6,0,2,46,1,2,3,7,3,5,5,3,6,6,2,3,2,male,A bit stressful,level 5
15607,15607,1,2,2,1,0,2,12,2,2,3,2,3,8,10,2,6,6,2,2,2,female,A bit stressful,level 8
15630,15630,2,2,2,6,0,2,35,1,2,3,7,1,8,9,1,6,6,4,3,2,female,Not at all stressful,level 8
15649,15649,2,2,1,6,1,1,13,1,2,3,6,3,7,7,4,6,6,2,4,2,male,A bit stressful,level 7
15652,15652,4,3,1,2,2,1,35,1,2,3,5,2,8,8,2,6,1,1,3,5,male,Not very stressful,level 8
15655,15655,3,2,2,1,1,1,35,1,2,3,7,3,7,6,3,6,6,3,4,2,female,A bit stressful,level 7
15668,15668,5,6,1,1,0,2,35,1,2,3,2,2,8,8,2,6,1,2,3,5,male,Not very stressful,level 8
15683,15683,4,5,2,1,1,1,59,1,2,3,7,2,9,4,3,2,6,2,4,1,female,Not very stressful,level 9
15717,15717,2,2,1,6,0,2,48,1,2,3,6,2,8,10,2,6,6,3,2,3,male,Not very stressful,level 8
15733,15733,4,3,2,1,2,1,59,1,1,3,5,3,8,7,2,6,6,2,3,1,female,A bit stressful,level 8
15737,15737,1,3,1,1,2,1,59,1,2,3,6,2,6,9,2,6,6,3,2,4,male,Not very stressful,level 6
15769,15769,4,4,2,6,0,2,24,1,2,3,7,3,10,10,1,6,6,1,2,3,female,A bit stressful,Completely satisfied
15808,15808,4,4,1,4,2,1,24,1,2,2,3,2,8,7,1,6,6,3,3,3,male,Not very stressful,level 8
15825,15825,4,4,2,5,0,2,59,1,2,3,6,2,8,8,1,6,6,2,3,6,female,Not very stressful,level 8
15848,15848,3,2,2,1,0,2,35,2,2,3,5,2,7,7,1,6,6,3,2,3,female,Not very stressful,level 7
15866,15866,1,1,1,6,0,2,47,2,2,3,7,2,9,7,2,6,6,3,3,1,male,Not very stressful,level 9
15881,15881,3,2,2,1,0,2,35,1,1,3,3,3,5,6,4,2,6,4,3,3,female,A bit stressful,level 5
15932,15932,3,2,2,6,0,2,59,2,2,2,7,3,9,6,1,6,6,3,3,2,female,A bit stressful,level 9
15968,15968,4,4,1,1,2,1,24,1,2,3,5,2,9,8,2,6,6,2,3,2,male,Not very stressful,level 9
15970,15970,1,2,1,6,0,2,35,1,2,3,3,3,8,9,2,6,1,4,3,4,male,A bit stressful,level 8
15992,15992,1,3,1,1,2,1,48,2,2,3,5,1,9,8,1,6,6,2,3,2,male,Not at all stressful,level 9
16036,16036,2,2,2,6,0,2,35,1,1,2,4,3,7,6,2,6,6,4,4,3,female,A bit stressful,level 7
16041,16041,3,5,2,5,0,2,48,1,2,3,7,3,8,8,2,6,6,3,2,3,female,A bit stressful,level 8
16045,16045,2,2,1,6,0,2,35,1,2,3,4,4,7,6,2,6,6,5,4,3,male,Quite A bit stressful,level 7
16064,16064,3,2,2,1,0,2,46,1,2,3,7,1,8,8,1,6,6,2,3,1,female,Not at all stressful,level 8
16090,16090,3,2,1,1,0,2,24,1,2,3,4,3,8,7,1,6,1,2,3,2,male,A bit stressful,level 8
16092,16092,3,2,1,1,0,2,46,1,2,3,6,3,6,6,3,6,6,2,3,2,male,A bit stressful,level 6
16125,16125,3,3,1,1,2,1,59,1,2,3,2,3,5,7,2,6,6,4,3,6,male,A bit stressful,level 5
16142,16142,3,2,1,1,1,1,47,1,1,3,7,3,8,8,1,6,6,3,3,2,male,A bit stressful,level 8
16161,16161,3,3,2,6,0,2,35,2,2,3,7,4,8,6,2,6,6,1,3,2,female,Quite A bit stressful,level 8
16176,16176,1,4,2,2,0,2,59,1,2,3,6,3,4,8,2,6,6,5,3,3,female,A bit stressful,level 4
16186,16186,3,4,2,5,0,2,35,1,1,3,3,3,6,6,1,3,6,3,1,6,female,A bit stressful,level 6
16187,16187,3,2,2,6,0,2,48,1,2,3,4,2,4,7,2,6,6,4,4,3,female,Not very stressful,level 4
16253,16253,4,3,1,1,2,1,48,1,2,2,4,3,8,7,2,6,6,1,3,2,male,A bit stressful,level 8
16261,16261,4,5,1,4,0,2,35,2,1,3,5,3,8,8,1,6,1,3,4,4,male,A bit stressful,level 8
16263,16263,2,2,1,1,1,1,59,1,2,3,5,4,8,8,2,6,2,3,3,4,male,Quite A bit stressful,level 8
16270,16270,2,3,2,2,0,2,59,1,1,3,7,3,10,10,4,2,6,1,3,1,female,A bit stressful,Completely satisfied
16297,16297,1,4,1,5,0,2,24,1,2,3,6,4,7,8,1,6,6,3,3,2,male,Quite A bit stressful,level 7
16300,16300,4,4,2,1,0,2,47,1,2,3,3,4,8,10,1,6,6,3,3,2,female,Quite A bit stressful,level 8
16302,16302,3,4,2,3,0,2,48,1,2,3,6,3,5,9,1,6,6,3,3,1,female,A bit stressful,level 5
16323,16323,4,3,1,1,4,1,35,1,2,1,7,3,8,7,2,6,6,3,3,2,male,A bit stressful,level 8
16325,16325,2,4,2,1,2,1,24,1,2,3,1,5,8,8,2,6,6,2,2,5,female,Extremely stressful,level 8
16335,16335,5,4,2,5,1,1,24,1,2,3,5,2,6,5,3,6,6,3,4,1,female,Not very stressful,level 6
16348,16348,3,2,2,6,0,2,59,2,2,3,4,2,8,10,1,6,6,2,3,1,female,Not very stressful,level 8
16350,16350,3,2,1,1,0,2,47,1,2,3,7,3,7,10,2,6,6,3,3,3,male,A bit stressful,level 7
16364,16364,4,3,1,1,1,1,48,1,2,3,2,3,8,8,2,6,6,3,3,2,male,A bit stressful,level 8
16377,16377,3,2,1,1,0,2,13,1,2,3,3,2,9,9,1,6,6,3,3,2,male,Not very stressful,level 9
16384,16384,4,4,2,1,2,1,48,1,1,3,5,3,7,8,2,6,6,3,3,3,female,A bit stressful,level 7
16387,16387,3,4,1,1,2,1,48,1,1,3,5,3,8,9,4,6,6,2,2,6,male,A bit stressful,level 8
16400,16400,1,5,2,1,2,1,59,1,1,3,2,5,7,9,1,6,6,2,2,6,female,Extremely stressful,level 7
16429,16429,4,3,1,1,1,1,48,1,2,3,4,2,8,5,2,6,6,3,3,5,male,Not very stressful,level 8
16432,16432,4,4,2,1,0,2,59,1,2,3,7,1,7,6,2,6,6,3,2,5,female,Not at all stressful,level 7
16460,16460,3,3,1,1,2,1,35,1,2,3,6,2,8,7,2,6,1,3,3,6,male,Not very stressful,level 8
16463,16463,3,4,1,1,2,1,47,1,2,3,5,3,10,9,1,6,1,2,2,5,male,A bit stressful,Completely satisfied
16464,16464,3,4,2,1,2,1,35,1,2,3,5,2,8,8,1,6,6,3,3,4,female,Not very stressful,level 8
16482,16482,5,5,1,1,0,2,24,1,2,3,4,3,8,8,2,6,6,2,3,2,male,A bit stressful,level 8
16502,16502,2,5,2,1,0,2,35,1,2,3,6,4,7,7,1,6,6,4,3,1,female,Quite A bit stressful,level 7
16505,16505,3,6,1,5,0,2,46,1,1,3,4,2,9,5,2,6,6,2,3,3,male,Not very stressful,level 9
16512,16512,2,3,1,1,0,2,35,1,2,3,4,2,9,8,2,6,6,1,3,3,male,Not very stressful,level 9
16513,16513,4,4,2,6,0,2,24,1,2,3,5,3,8,6,1,6,6,3,3,1,female,A bit stressful,level 8
16517,16517,3,3,2,1,0,2,48,1,2,3,4,2,9,9,1,6,6,3,2,6,female,Not very stressful,level 9
16529,16529,4,5,2,1,0,2,35,1,2,2,5,2,9,10,1,6,1,3,3,3,female,Not very stressful,level 9
16541,16541,5,5,2,4,1,1,35,1,2,3,6,4,9,7,1,6,6,4,3,2,female,Quite A bit stressful,level 9
16562,16562,2,4,2,5,0,2,24,1,2,3,6,5,10,4,3,6,6,2,3,2,female,Extremely stressful,Completely satisfied
16574,16574,2,4,1,3,0,2,48,1,2,3,2,3,7,9,2,6,6,3,3,4,male,A bit stressful,level 7
16579,16579,3,2,2,1,2,1,46,1,2,3,6,2,8,6,1,6,6,3,2,1,female,Not very stressful,level 8
16610,16610,1,4,2,6,0,2,35,2,2,3,7,2,7,9,1,6,6,2,3,3,female,Not very stressful,level 7
16618,16618,2,2,2,1,0,2,48,1,2,3,5,5,4,10,5,2,6,2,3,3,female,Extremely stressful,level 4
16645,16645,4,5,2,5,0,2,35,1,2,3,5,4,9,5,3,6,6,3,3,2,female,Quite A bit stressful,level 9
16649,16649,3,2,1,1,0,2,12,2,2,3,7,4,10,7,2,6,6,1,3,2,male,Quite A bit stressful,Completely satisfied
16656,16656,2,4,1,1,1,1,46,1,2,3,2,3,8,6,2,6,6,3,3,4,male,A bit stressful,level 8
16670,16670,3,3,2,2,2,1,59,1,1,3,7,5,2,7,2,6,6,1,3,2,female,Extremely stressful,level 2
16677,16677,4,2,1,2,0,2,59,2,2,1,1,4,7,8,1,6,6,1,3,3,male,Quite A bit stressful,level 7
16691,16691,3,2,2,1,0,2,35,2,1,3,7,3,10,5,2,6,6,2,3,1,female,A bit stressful,Completely satisfied
16700,16700,4,4,2,6,0,2,35,1,2,3,5,1,9,9,2,6,6,1,3,1,female,Not at all stressful,level 9
16772,16772,2,2,2,6,0,2,35,1,1,1,5,4,8,5,3,6,6,4,4,1,female,Quite A bit stressful,level 8
16786,16786,2,3,2,1,2,1,35,1,2,3,7,4,4,6,3,6,6,4,3,3,female,Quite A bit stressful,level 4
16800,16800,3,4,2,1,2,1,35,1,2,3,7,4,5,8,2,6,6,3,5,2,female,Quite A bit stressful,level 5
16819,16819,3,4,1,6,0,2,59,1,1,3,7,4,9,9,1,6,6,2,3,3,male,Quite A bit stressful,level 9
16822,16822,5,4,1,6,1,1,59,1,2,3,7,4,8,8,3,6,6,3,4,2,male,Quite A bit stressful,level 8
16832,16832,3,2,2,2,0,2,35,1,2,3,5,4,7,7,2,6,6,3,2,3,female,Quite A bit stressful,level 7
16854,16854,3,6,1,1,0,2,47,1,2,3,3,2,8,8,3,6,6,3,4,2,male,Not very stressful,level 8
16855,16855,4,3,1,2,0,2,59,1,1,3,6,3,8,4,1,6,6,4,4,1,male,A bit stressful,level 8
16859,16859,3,3,1,1,2,1,35,1,1,3,5,3,9,8,2,2,6,2,3,4,male,A bit stressful,level 9
16862,16862,3,4,1,4,0,2,48,1,2,3,3,2,7,6,1,6,6,3,3,3,male,Not very stressful,level 7
16878,16878,2,2,1,1,1,1,35,1,2,3,7,2,6,8,2,6,6,3,3,4,male,Not very stressful,level 6
16888,16888,3,4,1,1,1,1,35,1,2,3,5,3,8,7,1,6,6,2,3,2,male,A bit stressful,level 8
16894,16894,5,3,1,2,0,2,12,2,2,3,6,3,10,7,4,6,6,2,3,2,male,A bit stressful,Completely satisfied
16899,16899,3,3,2,6,0,2,48,1,2,3,4,2,8,8,2,6,6,1,3,4,female,Not very stressful,level 8
16905,16905,1,2,2,6,0,2,35,2,2,3,3,3,7,7,1,6,6,3,4,2,female,A bit stressful,level 7
16916,16916,4,3,1,1,2,1,48,2,2,3,4,4,8,8,1,6,6,2,3,2,male,Quite A bit stressful,level 8
16928,16928,4,3,2,1,1,1,48,2,2,3,5,2,10,10,1,6,6,3,2,4,female,Not very stressful,Completely satisfied
16940,16940,2,4,2,6,0,2,35,1,2,3,5,4,6,8,1,6,6,2,3,3,female,Quite A bit stressful,level 6
16947,16947,4,3,1,4,0,2,35,1,2,3,6,3,10,10,1,6,6,1,3,2,male,A bit stressful,Completely satisfied
16950,16950,2,3,2,6,0,2,35,1,1,3,5,3,8,5,3,3,1,4,4,2,female,A bit stressful,level 8
16953,16953,1,5,1,1,0,2,35,2,1,3,1,2,7,7,2,6,6,2,4,2,male,Not very stressful,level 7
16956,16956,1,2,2,6,0,2,59,1,2,3,5,3,5,6,3,6,6,2,4,2,female,A bit stressful,level 5
16974,16974,1,1,1,6,0,2,48,1,2,3,7,3,7,7,3,6,6,4,4,1,male,A bit stressful,level 7
16985,16985,4,3,1,1,1,1,13,1,2,1,1,4,5,5,2,6,6,2,3,2,male,Quite A bit stressful,level 5
